name	source	genomospecies	contigs	genome size (Mbp)	N50 length (bp)	N90 length (bp)	max	GC content	completeness	contamination	QS	quality level	phylum	class	order	family	genus	species
d3G.bin.23	MAG	Yes	330	3.96	 15,220 	 5,957 	 109,848 	36.23	86.99	1.37	80.14	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	s__
d3I.bin.1	MAG	Yes	94	4.67	 87,486 	 24,459 	 213,274 	50.71	100.00	0.01	99.95	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3I.bin.14	MAG	No	159	1.50	 16,639 	 3,694 	 82,977 	32.60	77.53	1.48	70.13	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d3I.bin.18	MAG	No	170	2.41	 27,046 	 5,926 	 129,040 	36.59	92.14	4.56	69.34	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
d3I.bin.21	MAG	Yes	268	2.13	 9,522 	 4,088 	 41,791 	53.43	92.95	0.74	89.25	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella sp905215105
d3I.bin.27	MAG	No	67	2.35	 53,266 	 15,473 	 132,648 	61.22	90.64	0.09	90.19	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter ornithocaccae
d3I.bin.31	MAG	No	267	3.74	 21,085 	 6,350 	 84,708 	39.87	78.44	2.36	66.64	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina psychrophila_A
d3J.bin.1	MAG	No	481	3.09	 7,396 	 3,404 	 35,577 	51.22	71.20	0.74	67.50	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3J.bin.17	MAG	Yes	444	3.05	 8,359 	 3,508 	 56,557 	41.22	81.61	0.62	78.51	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina psychrophila_A
d3J.bin.25	MAG	No	79	2.96	 65,267 	 17,218 	 180,704 	48.80	97.43	0.96	92.63	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d3J.bin.30	MAG	No	322	2.29	 10,476 	 3,234 	 69,521 	64.90	76.20	2.51	63.65	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor avistercoris
d3J.bin.39	MAG	No	36	2.10	 89,325 	 30,396 	 324,814 	61.22	96.28	0.58	93.38	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d3J.bin.7	MAG	No	131	1.83	 23,712 	 6,057 	 55,278 	59.74	79.56	1.37	72.71	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter stercoravium
d3L.bin.12	MAG	No	136	2.42	 22,952 	 9,320 	 66,679 	46.58	91.92	0.07	91.57	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas avistercoris
d3L.bin.28	MAG	Yes	70	2.33	 51,901 	 17,558 	 165,078 	45.31	90.05	0.60	87.05	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas caecigallum
d3L.bin.43	MAG	Yes	155	2.20	 18,159 	 7,128 	 64,021 	48.36	79.51	0.01	79.46	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis
d3N.bin.1	MAG	No	186	3.50	 32,438 	 8,881 	 81,698 	44.39	99.88	0.35	98.13	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae
d3N.bin.11	MAG	No	50	1.46	 68,632 	 14,105 	 260,196 	36.96	74.29	0.74	70.59	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
d3N.bin.18	MAG	Yes	156	3.47	 33,551 	 11,436 	 102,843 	45.73	98.47	1.97	88.62	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter intestinigallinarum
d3N.bin.26	MAG	No	297	2.45	 11,674 	 3,787 	 57,561 	65.00	85.69	2.32	74.09	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor avistercoris
d3N.bin.4	MAG	Yes	93	2.46	 40,248 	 14,951 	 115,497 	31.52	100.00	0.86	95.70	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d3N.bin.6	MAG	No	283	1.94	 7,946 	 3,664 	 49,933 	57.08	87.37	2.96	72.57	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus faecipullorum
d3N.bin.7	MAG	No	36	2.69	 165,470 	 38,533 	 392,001 	37.52	97.23	0.08	96.83	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d3O.bin.3	MAG	No	121	1.60	 24,895 	 5,120 	 157,409 	32.66	89.17	0.17	88.32	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d42A.bin.8	MAG	No	177	1.88	 14,556 	 4,306 	 79,299 	34.13	88.84	2.47	76.49	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d42B.bin.103	MAG	No	216	2.66	 18,217 	 5,319 	 73,794 	31.60	99.11	2.24	87.91	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d42B.bin.24	MAG	No	192	1.81	 13,598 	 4,282 	 50,098 	31.37	91.13	4.11	70.58	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Coprosoma	s__Coprosoma intestinipullorum
d42B.bin.34	MAG	No	218	2.46	 16,829 	 5,575 	 61,162 	61.05	87.16	2.91	72.61	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avicola
d42B.bin.4	MAG	No	103	3.39	 86,226 	 13,773 	 298,778 	35.85	100.00	1.10	94.50	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d42B.bin.45	MAG	No	82	2.30	 51,778 	 15,468 	 125,646 	64.09	94.23	1.06	88.93	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoripullorum
d42B.bin.46	MAG	No	393	2.01	 5,805 	 2,856 	 39,531 	54.18	78.41	2.29	66.96	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Anaeromassilibacillus	s__Anaeromassilibacillus stercoravium
d42B.bin.49	MAG	Yes	552	2.54	 5,137 	 2,532 	 20,714 	50.55	71.30	1.53	63.65	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Caccovicinus	s__Caccovicinus merdipullorum
d42B.bin.51	MAG	Yes	173	2.24	 19,492 	 6,176 	 69,597 	62.19	97.94	4.24	76.74	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia excrementipullorum
d42B.bin.53	MAG	No	229	1.82	 10,207 	 4,191 	 32,733 	50.55	97.89	1.29	91.44	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus excrementavium
d42B.bin.57	MAG	Yes	42	2.90	 140,667 	 31,052 	 250,676 	49.19	96.83	3.47	79.48	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum avicola
d42B.bin.60	MAG	No	215	2.00	 13,138 	 4,150 	 41,061 	62.10	93.06	1.18	87.16	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d42B.bin.78	MAG	No	208	2.08	 15,693 	 3,941 	 68,203 	36.77	95.85	2.77	82.00	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_E	s__Enterococcus_E cecorum
d42B.bin.87	MAG	No	91	1.13	 16,793 	 6,151 	 61,055 	51.21	82.51	1.74	73.81	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d42B.bin.96	MAG	Yes	55	1.71	 44,067 	 18,475 	 127,369 	48.57	82.73	0.84	78.53	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Aphodousia	s__Aphodousia sp002329575
d42C.bin.10	MAG	Yes	331	2.58	 10,605 	 3,372 	 52,770 	26.45	84.55	0.80	80.55	Medium-quality	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Romboutsia	s__Romboutsia sp904418825
d42C.bin.16	MAG	No	115	1.77	 23,232 	 7,311 	 96,941 	38.58	95.42	1.41	88.37	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d42C.bin.23	MAG	No	76	0.94	 16,015 	 6,120 	 41,362 	51.47	75.48	0.10	74.98	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d42D.bin.100	MAG	No	252	1.95	 10,551 	 3,594 	 36,943 	62.12	93.87	1.41	86.82	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d42D.bin.105	MAG	No	228	2.28	 13,402 	 4,910 	 48,790 	54.23	96.65	0.86	92.35	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Anaeromassilibacillus	s__Anaeromassilibacillus stercoravium
d42D.bin.109	MAG	Yes	172	2.14	 17,919 	 5,517 	 87,395 	62.44	83.92	1.14	78.22	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium sp944386565
d42D.bin.112	MAG	Yes	43	2.04	 99,983 	 26,188 	 188,604 	25.56	97.69	3.32	81.09	High-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__Scatovivens	s__Scatovivens faecipullorum
d42D.bin.115	MAG	Yes	116	1.43	 17,703 	 6,144 	 40,390 	57.36	95.22	0.56	92.42	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__Limadaptatus	s__Limadaptatus sp944332815
d42D.bin.15	MAG	No	201	2.00	 13,319 	 4,659 	 41,698 	51.26	74.62	2.21	63.57	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola avistercoris
d42D.bin.29	MAG	No	68	2.76	 70,575 	 21,952 	 132,710 	48.67	92.86	2.71	79.31	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d42D.bin.3	MAG	No	548	2.63	 5,465 	 2,627 	 22,177 	59.39	84.46	2.43	72.31	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Alectryocaccomicrobium	s__Alectryocaccomicrobium faecavium
d42D.bin.40	MAG	No	216	2.38	 15,977 	 4,999 	 78,881 	63.09	84.78	4.15	64.03	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avistercoris
d42D.bin.45	MAG	No	370	2.16	 7,207 	 3,063 	 22,052 	62.78	77.56	1.09	72.11	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Avoscillospira	s__Avoscillospira stercorigallinarum
d42D.bin.70	MAG	No	273	2.83	 15,571 	 4,618 	 69,450 	46.53	88.97	3.45	71.72	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas avistercoris
d42D.bin.71	MAG	Yes	341	2.01	 7,104 	 3,025 	 33,140 	52.07	74.71	0.36	72.91	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecivivens	s__Faecivivens stercorigallinarum
d42D.bin.80	MAG	No	272	2.01	 9,741 	 3,431 	 44,487 	40.49	76.85	1.43	69.70	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Limousia	s__Limousia pullorum
d42D.bin.82	MAG	Yes	107	1.61	 22,598 	 6,498 	 63,133 	57.19	97.29	1.16	91.49	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__Ornithoclostridium sp944380285
d42D.bin.95	MAG	No	180	2.78	 24,200 	 6,777 	 96,835 	49.26	88.28	1.31	81.73	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d42D.bin.96	MAG	Yes	176	1.83	 14,588 	 5,080 	 51,760 	48.75	83.72	0.21	82.67	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__
d42E.bin.13	MAG	No	46	4.54	 191,185 	 45,805 	 394,366 	46.31	99.93	0.55	97.18	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides uniformis
d42E.bin.16	MAG	Yes	260	1.82	 9,127 	 3,306 	 39,473 	27.86	88.50	1.36	81.70	Medium-quality	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__UMGS1477	s__UMGS1477 sp944322675
d42E.bin.20	MAG	Yes	161	1.41	 11,882 	 4,219 	 48,960 	31.55	93.83	2.11	83.28	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Coprosoma	s__Coprosoma intestinipullorum
d42E.bin.21	MAG	No	127	3.24	 47,834 	 11,200 	 141,588 	36.01	97.75	0.11	97.20	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d42E.bin.23	MAG	Yes	33	1.27	 61,303 	 19,136 	 164,791 	50.60	97.46	0.17	96.61	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d42E.bin.25	MAG	No	105	2.36	 34,768 	 10,972 	 183,275 	64.03	91.03	3.57	73.18	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d42E.bin.26	MAG	Yes	39	2.42	 79,524 	 31,853 	 317,907 	50.59	90.90	3.62	72.80	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola avistercoris
d42E.bin.32	MAG	No	244	2.23	 13,170 	 3,982 	 53,226 	31.57	93.87	0.85	89.62	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d42E.bin.34	MAG	Yes	390	1.77	 4,843 	 2,584 	 18,293 	45.15	75.28	0.56	72.48	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum merdipullorum
d42E.bin.35	MAG	Yes	118	3.07	 55,002 	 10,412 	 192,391 	46.87	80.68	1.99	70.73	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum stercoris
d42E.bin.38	MAG	Yes	14	1.85	 301,490 	 51,277 	 543,228 	42.40	96.02	0.00	96.02	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R faecigallinarum
d42E.bin.41	MAG	No	61	1.98	 52,091 	 16,765 	 134,811 	64.57	99.73	0.07	99.38	High-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pullorum_B
d42E.bin.45	MAG	No	278	2.52	 12,910 	 4,364 	 44,975 	57.79	92.67	4.46	70.37	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum pullistercoris
d42E.bin.46	MAG	Yes	467	2.85	 7,646 	 3,146 	 23,750 	59.32	88.46	1.18	82.56	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Alectryocaccomicrobium	s__Alectryocaccomicrobium faecavium
d42E.bin.47	MAG	No	140	2.52	 30,374 	 7,874 	 86,778 	48.27	80.75	2.90	66.25	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis
d42E.bin.5	MAG	Yes	256	2.38	 12,404 	 4,378 	 81,657 	65.73	91.73	0.41	89.68	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Onthenecus	s__Onthenecus intestinigallinarum
d42E.bin.50	MAG	Yes	69	1.30	 26,772 	 10,217 	 70,693 	34.54	91.20	0.72	87.60	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecenecus	s__Faecenecus gallistercoris
d42E.bin.60	MAG	No	45	2.12	 80,976 	 24,277 	 187,840 	61.90	75.10	0.02	75.00	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avicola
d42E.bin.70	MAG	Yes	71	2.66	 98,091 	 16,511 	 249,259 	52.06	92.67	0.02	92.57	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdiplasma	s__Merdiplasma excrementigallinarum
d42E.bin.82	MAG	No	250	1.91	 9,838 	 3,666 	 45,871 	61.85	95.62	2.18	84.72	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d42E.bin.86	MAG	No	39	2.54	 88,456 	 40,290 	 203,435 	48.61	82.84	0.00	82.84	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d42E.bin.90	MAG	Yes	230	2.61	 15,609 	 5,540 	 56,443 	53.54	98.32	1.00	93.32	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Anaeromassilibacillus	s__Anaeromassilibacillus stercoravium
d42E.bin.91	MAG	Yes	70	2.78	 79,131 	 18,908 	 301,453 	48.97	98.43	1.11	92.88	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d42H.bin.5	MAG	Yes	48	2.01	 66,471 	 22,418 	 166,993 	39.56	88.27	0.00	88.27	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Gallibacterium	s__Gallibacterium anatis
d42I.bin.19	MAG	No	316	2.50	 11,099 	 3,776 	 44,767 	52.88	89.80	0.79	85.85	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdiplasma	s__Merdiplasma excrementigallinarum
d42I.bin.22	MAG	Yes	365	1.90	 6,173 	 2,850 	 20,778 	51.60	76.55	1.39	69.60	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG2774	s__
d42I.bin.24	MAG	Yes	68	4.41	 99,325 	 34,621 	 186,993 	45.02	99.99	0.27	98.64	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides johnsonii
d42I.bin.29	MAG	No	222	2.24	 15,054 	 4,664 	 47,849 	64.22	83.54	0.54	80.84	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoripullorum
d42I.bin.35	MAG	No	96	2.57	 47,163 	 13,444 	 164,565 	48.80	86.70	0.12	86.10	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d42I.bin.37	MAG	Yes	132	2.50	 33,541 	 8,679 	 132,976 	41.98	77.41	0.42	75.31	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900556845
d42I.bin.38	MAG	Yes	220	2.41	 15,790 	 5,202 	 58,311 	45.53	80.70	2.40	68.70	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A avistercoris
d42I.bin.47	MAG	Yes	192	1.07	 7,094 	 2,817 	 18,780 	58.47	70.58	1.10	65.08	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia sp904419945
d42I.bin.48	MAG	No	120	1.24	 14,659 	 4,854 	 52,716 	34.79	92.69	1.54	84.99	High-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecenecus	s__Faecenecus gallistercoris
d42I.bin.49	MAG	Yes	25	2.63	 169,034 	 50,282 	 328,706 	62.22	90.11	0.26	88.81	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes dispar
d42I.bin.52	MAG	No	340	1.81	 6,302 	 2,844 	 22,792 	62.11	88.72	1.00	83.72	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d42I.bin.67	MAG	No	328	1.66	 5,670 	 2,635 	 22,868 	64.96	81.85	1.18	75.95	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pullorum_B
d42I.bin.72	MAG	No	212	2.35	 18,626 	 4,594 	 56,663 	48.74	86.16	2.86	71.86	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis
d42J.bin.3	MAG	No	153	1.59	 15,671 	 4,223 	 70,959 	32.33	78.58	0.84	74.38	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d42L.bin.1	MAG	No	149	1.60	 14,742 	 4,978 	 55,697 	34.35	87.22	0.54	84.52	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d42L.bin.10	MAG	No	314	2.10	 9,476 	 2,962 	 39,146 	26.43	71.56	3.07	56.21	Medium-quality	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Romboutsia	s__Romboutsia sp904418825
d42L.bin.4	MAG	No	119	1.34	 17,300 	 4,896 	 65,403 	38.61	70.28	1.84	61.08	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d42M.bin.16	MAG	No	468	2.85	 7,358 	 2,993 	 59,221 	44.71	74.16	3.82	55.06	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia merdipullorum
d42M.bin.32	MAG	No	133	1.64	 17,810 	 5,769 	 103,410 	38.52	81.76	3.35	65.01	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d42O.bin.11	MAG	Yes	41	2.00	 74,116 	 23,175 	 256,964 	61.82	85.41	0.13	84.76	Medium-quality	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enorma	s__Enorma massiliensis
d42O.bin.31	MAG	Yes	108	2.36	 34,815 	 10,265 	 192,473 	59.46	75.90	0.43	73.75	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii
d42O.bin.43	MAG	No	228	1.94	 11,490 	 4,086 	 32,174 	64.21	82.14	0.96	77.34	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoripullorum
d5B.bin.8	MAG	No	174	1.65	 13,205 	 4,132 	 79,482 	32.71	85.74	3.83	66.59	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d5F.bin.15	MAG	Yes	193	2.46	 17,442 	 6,111 	 52,513 	49.81	83.71	0.55	80.96	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas sp003480315
d5F.bin.18	MAG	Yes	143	2.54	 31,329 	 7,894 	 96,266 	41.06	87.62	0.99	82.67	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-303	s__CAG-303 sp000437755
d5F.bin.19	MAG	No	82	2.68	 49,477 	 15,314 	 148,870 	48.56	86.16	0.31	84.61	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter saccharivorans
d5F.bin.21	MAG	Yes	93	2.90	 58,398 	 14,845 	 243,739 	28.54	91.84	0.85	87.59	High-quality	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Intestinibacter	s__Intestinibacter bartlettii
