gene_id	MGE_name	type	kingdom	phylum	class	order	family	genus	species
d14B_3202_2	730_tnpA_KX117210.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d14D_21338_2	734_tnpA_KX646543.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d7K_62070_16	74_rep16_3_rep(Saa6159)_CP002115.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_46258_2	75_rep16_4_unknown(SAP056A)_GQ900478.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus cohnii
d21J_73269_3	755_IS26_KT334335.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter pittii
d21J_22444_2	755_IS26_KT334335.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter variabilis
HC11_12_11	763_tnpA_JX275775.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas putida
d35O_144535_2	769_tnpA_KX029332.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d7E_97424_1	77_rep16_6_unknown(SAP071A)_GQ900485.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
HC567_26_12	771_tnpA_ISKpn24_KR822247.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1M_45188_16	771_tnpA_ISKpn24_KR822247.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28E_145796_2	771_tnpA_ISKpn24_KR822247.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21A_46477_9	771_tnpA_ISKpn24_KR822247.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d14A_4805_2	771_tnpA_ISKpn24_KR822247.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d3C_340_2	779_tnpA_GU067641.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis macrogoltabida
d28E_10741_1	779_tnpA_GU067641.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira indica
d35A_8265_2	79_rep17_1_CDS29(pRUM)_AF507977	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3F_1693_4	79_rep17_1_CDS29(pRUM)_AF507977	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14B_102405_3	790_tnpA_GU371929.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14O_13476_1	794_tnpA_JQ764731.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus caprae
d21J_165637_3	80_rep18_1_repA(p200B)_AB158402	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d28L_5182_59	805_tnpA_FMRQ01000002.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3F_18401_1	81_rep18_2_repA(pEF418)_AF408195	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d28M_1783_1	816_tnpA3_HE577112.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1M_4704_23	816_tnpA3_HE577112.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14L_21179_2	82_rep19_1_CDS45(pLEW6932)_NC009130	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus cohnii
d14I_4294_2	82_rep19_1_CDS45(pLEW6932)_NC009130	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus xylosus
d7B_15316_2	829_IS91_MOFD01000166.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
d5M_6515_2	830_tnpA_KF537631.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d14B_88583_1	832_tnpA_GU591497.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus hirae
d21M_25452_1	843_intI1_KM234279.1	Integron	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
d14I_17699_2	844_istB_KU254577.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Stutzerimonas	s__Stutzerimonas stutzeri
d35A_74169_5	845_IS91_FM177140.1	Insertion_element	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
d14B_27527_1	850_tnpA_HQ219726.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d21J_210607_3	854_IS91_LN997846.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter indicus
d14B_36331_2	856_tnpA_U05888.2	Transposon	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
d1M_28165_1	857_IS91_CP007448.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14I_43744_1	865_IS91_FN649418.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d42C_21451_1	868_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14B_102405_2	868_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21M_21907_3	868_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1D_45387_28	868_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d28C_168892_3	871_tnpA_AY779042.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	s__Proteus mirabilis
d1D_52279_9	872_Tn916-orf6_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__[Ruminococcus] torques
d14I_16871_1	872_Tn916-orf6_KC414929	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus canis
d35J_68346_1	876_tnpA_JFWY01000082.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
d35O_136752_5	906_tnpA_FQ482074.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35M_11852_3	906_tnpA_FQ482074.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21J_109939_1	92_rep20_1_ORF1(EDINA)_AP003089	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus saprophyticus
d35L_195001_4	921_tnpAB_EU402605.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
d28D_24712_2	922_tnpA_KP987215.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21A_59732_8	922_tnpA_KP987215.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d1F_32225_60	922_tnpA_KP987215.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Raoultella	s__Raoultella ornithinolytica
d14I_89784_1	934_tnpA_AJ344068.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Stutzerimonas	s__Stutzerimonas stutzeri
d14L_5911_1	94_rep20_3_rep(pTW20)_FN433597.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus saprophyticus
d14A_11618_1	947_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14B_76737_1	958_tnpA_CDAC01000056.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp. SMBL_HHYL_HB1
d14B_95059_4	958_tnpA_CDAC01000056.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium freudenreichii
d1F_78047_1	960_tnpA_FN568063.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis
d21J_72808_6	965_tnpA_JQ364968.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter haemolyticus
d21J_210607_2	965_tnpA_JQ364968.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter indicus
d1F_1593_1	968_tnpA_Z17279.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp. ZB199
d14A_9602_2	978_tnpA_AF141323.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28N_15490_19	978_tnpA_AF141323.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1F_2408_87	978_tnpA_AF141323.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Hafniaceae	g__Hafnia	s__Hafnia alvei
d21A_41174_2	978_tnpA_AF141323.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Scandinavium	s__Scandinavium goeteborgense
d1D_45387_43	978_tnpA_AF141323.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yokenella	s__Yokenella regensburgei
d14B_23049_1	979_tnpA_KX810025.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d5G_2147_19	979_tnpA_KX810025.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14B_131232_3	993_tnpA_AF403298.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d35O_55234_4	997_tnpA_AF342826.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1D_45387_40	999_tnpA_rve_CEGG01000033.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter braakii
