d21J_41163_13	d21J_41163_13	67_rep13_5_rep(pMC524/MBM)_AJ312056.2
d28B_15395_2	d28D_21124_2	1447_tnpA_CP002291.1
d28B_15395_2	d28E_152382_6	1447_tnpA_CP002291.1
d28B_15395_2	d7E_59827_2	1447_tnpA_CP002291.1
d28B_15395_2	d7J_44669_3	1447_tnpA_CP002291.1
d28B_15395_2	HC47_96_6	1447_tnpA_CP002291.1
d1F_89821_13	d1F_89821_13	2163_IS91_HG530068.1
d35O_112832_1	d35O_112832_1	2364_tnpA_CP000864.1
d21J_134126_2	d21J_134126_2	2633_Tn916-orf19_KC414929
d21J_134126_2	d7E_46762_2	2633_Tn916-orf19_KC414929
d21J_134126_6	d21J_134126_6	1356_Tn916-orf17_KC414929
d21J_134126_7	d21J_134126_7	2634_Tn916-orf16_KC414929
d21J_134126_8	d21J_134126_8	2646_Tn916-orf15_KC414929
d21J_134126_10	d21J_134126_10	1999_Tn916-orf13_KC414929
d21M_24782_1	d21M_24782_1	123_repUS1__ORF(E.faeciumContig1258)_JDOE
d21J_73269_3	d21J_73269_3	755_IS26_KT334335.1
d21J_73269_3	d21J_32732_71	755_IS26_KT334335.1
d21J_73269_3	d35O_64691_5	755_IS26_KT334335.1
d3J_28360_24	d3J_28360_24	2640_Tn916-orf14_KC414929
d42D_203570_8	d42D_203570_8	1204_tnpA_EU213261.1
HC47_53_25	HC47_53_25	286_tnpA_KU997026.1
HC47_53_25	d21A_23662_1	286_tnpA_KU997026.1
HC47_53_25	d28K_23036_1	286_tnpA_KU997026.1
HC47_53_25	d35D_5140_2	286_tnpA_KU997026.1
HC47_53_25	d35M_18034_7	286_tnpA_KU997026.1
HC47_53_25	d35N_40058_1	286_tnpA_KU997026.1
HC47_53_25	d3I_41196_2	286_tnpA_KU997026.1
HC47_53_25	d42A_22042_7	286_tnpA_KU997026.1
HC47_53_25	d42C_26278_1	286_tnpA_KU997026.1
HC47_53_25	d42D_226900_2	286_tnpA_KU997026.1
HC47_53_25	d42H_11858_2	286_tnpA_KU997026.1
HC47_53_25	d42J_39204_1	286_tnpA_KU997026.1
HC47_53_25	d42M_28250_2	286_tnpA_KU997026.1
d14B_19869_1	d14B_19869_1	563_IS91_CP001918.1
d14B_19869_1	d14N_6853_4	563_IS91_CP001918.1
d14B_19869_1	d21A_30398_4	563_IS91_CP001918.1
d14B_19869_1	d21F_65533_1	563_IS91_CP001918.1
d14B_19869_1	d28A_136501_1	563_IS91_CP001918.1
d14B_19869_1	d28B_19495_2	563_IS91_CP001918.1
d14B_19869_1	d7E_61904_2	563_IS91_CP001918.1
d14B_19869_1	HC607_23_16	563_IS91_CP001918.1
d14B_19869_1	HC966_137_2	563_IS91_CP001918.1
d14B_19869_1	d1F_13290_1	563_IS91_CP001918.1
d14B_19869_1	d1D_18576_27	563_IS91_CP001918.1
d21J_72808_6	d21J_72808_6	965_tnpA_JQ364968.1
d1G_30231_3	d1G_30231_3	2138_IS91_MNRD01000143.1
d1G_30231_3	d1D_28104_2	2138_IS91_MNRD01000143.1
d1G_30231_3	d1D_28104_3	2138_IS91_MNRD01000143.1
d1G_30231_3	d1I_55981_3	2138_IS91_MNRD01000143.1
d1G_30231_3	d1L_22020_3	2138_IS91_MNRD01000143.1
d1G_30231_3	d1N_33767_2	2138_IS91_MNRD01000143.1
d1G_30231_3	d1O_106144_3	2138_IS91_MNRD01000143.1
d21J_201551_50	d21J_201551_50	2364_tnpA_CP000864.1
d7F_8648_1	d7F_8648_1	480_tnpA_JX077110.1
d21J_46219_7	d21J_46219_7	1500_tnpA_KC354801.1
d21J_46219_7	d3O_26346_2	1500_tnpA_KC354801.1
d21J_46219_7	d5I_3414_1	1500_tnpA_KC354801.1
d5L_15106_3	d5L_15106_3	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d14D_14471_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d21A_15129_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d21J_82247_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d21N_23621_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d21O_84211_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d28D_19504_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d28K_12406_4	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d35A_52392_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d35L_151156_3	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d3E_17631_1	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d3G_33329_1	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d7B_3362_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d7E_66419_1	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d7M_5555_1	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d14L_27264_2	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d14J_14595_1	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d42L_10943_1	70_rep14_3_ORF(pRI1)_EU327398
d5L_15106_3	d7L_60567_2	70_rep14_3_ORF(pRI1)_EU327398
d14A_4715_1	d14A_4715_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d14B_39823_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d14C_1137_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d14D_20594_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d14I_16414_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d14J_72886_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d14K_23615_5	1341_Tn916-orf9_KC414929
d14A_4715_1	d14M_15338_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d14N_6831_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d14O_42122_5	1341_Tn916-orf9_KC414929
d14A_4715_1	d1D_44545_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d1F_98836_6	1341_Tn916-orf9_KC414929
d14A_4715_1	d1G_32007_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d1I_82860_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d1J_122280_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d1M_4328_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d1N_12602_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d1O_16887_4	1341_Tn916-orf9_KC414929
d14A_4715_1	d21A_52107_6	1341_Tn916-orf9_KC414929
d14A_4715_1	d21E_59315_8	1341_Tn916-orf9_KC414929
d14A_4715_1	d21F_70517_7	1341_Tn916-orf9_KC414929
d14A_4715_1	d21G_4640_46	1341_Tn916-orf9_KC414929
d14A_4715_1	d21J_52887_24	1341_Tn916-orf9_KC414929
d14A_4715_1	d21K_72034_6	1341_Tn916-orf9_KC414929
d14A_4715_1	d21M_29123_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d21N_804_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d21O_65817_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d28A_140015_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d28C_6327_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d28D_20928_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d28E_4395_78	1341_Tn916-orf9_KC414929
d14A_4715_1	d28F_18026_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d28J_13067_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d28K_18405_78	1341_Tn916-orf9_KC414929
d14A_4715_1	d28L_10102_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d28M_1528_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d35A_2124_33	1341_Tn916-orf9_KC414929
d14A_4715_1	d35B_25480_40	1341_Tn916-orf9_KC414929
d14A_4715_1	d35D_17709_38	1341_Tn916-orf9_KC414929
d14A_4715_1	d35E_197828_52	1341_Tn916-orf9_KC414929
d14A_4715_1	d35J_26276_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d35L_6302_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d35N_36210_14	1341_Tn916-orf9_KC414929
d14A_4715_1	d35O_114496_32	1341_Tn916-orf9_KC414929
d14A_4715_1	d3A_8089_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d3B_22071_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d3D_15320_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d3E_47363_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d3F_10066_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d3G_31961_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d3H_4221_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d3I_27850_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d3J_8067_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d3L_35184_55	1341_Tn916-orf9_KC414929
d14A_4715_1	d3N_48011_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d42A_33829_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d42B_39912_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d42C_31243_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d42D_84163_5	1341_Tn916-orf9_KC414929
d14A_4715_1	d42E_46282_17	1341_Tn916-orf9_KC414929
d14A_4715_1	d42H_9436_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d42I_7940_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d42J_24488_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d42L_16710_4	1341_Tn916-orf9_KC414929
d14A_4715_1	d42M_55907_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d42O_57077_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d5G_40874_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d5I_12261_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d5K_11729_5	1341_Tn916-orf9_KC414929
d14A_4715_1	d5M_19474_3	1341_Tn916-orf9_KC414929
d14A_4715_1	d7A_9750_4	1341_Tn916-orf9_KC414929
d14A_4715_1	d7B_111944_4	1341_Tn916-orf9_KC414929
d14A_4715_1	d7E_4896_4	1341_Tn916-orf9_KC414929
d14A_4715_1	d7H_27933_5	1341_Tn916-orf9_KC414929
d14A_4715_1	d7I_16499_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d7J_58984_2	1341_Tn916-orf9_KC414929
d14A_4715_1	d7K_32034_5	1341_Tn916-orf9_KC414929
d14A_4715_1	d7L_60233_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d7M_14266_1	1341_Tn916-orf9_KC414929
d14A_4715_1	d7O_16263_2	1341_Tn916-orf9_KC414929
d14A_4715_1	HC198_64_4	1341_Tn916-orf9_KC414929
d14B_46258_2	d14B_46258_2	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d14I_15332_1	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d14O_7886_6	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d21F_118855_1	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d21J_93235_2	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d21N_31867_2	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d28D_7422_2	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d35A_72879_7	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d42L_27439_2	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14B_46258_2	d7B_32850_2	75_rep16_4_unknown(SAP056A)_GQ900478.1
d14I_4294_2	d14I_4294_2	82_rep19_1_CDS45(pLEW6932)_NC009130
HC607_11_112	HC607_11_112	2076_tnpA27_HG918041.1
d1D_56553_3	d1D_56553_3	2509_tnpA_GU371926.1
d1F_66952_16	d1F_66952_16	705_tnpA_HE613569.1
d7O_29320_1	d7O_29320_1	301_tnpA_AB362339.1
d14A_840_2	d14A_840_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14B_31130_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14B_110665_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14C_5844_10	2640_Tn916-orf14_KC414929
d14A_840_2	d14D_25469_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14G_2721_3	2640_Tn916-orf14_KC414929
d14A_840_2	d14J_28989_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14K_32440_72	2640_Tn916-orf14_KC414929
d14A_840_2	d14L_23534_1	2640_Tn916-orf14_KC414929
d14A_840_2	d14M_39591_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14N_24995_2	2640_Tn916-orf14_KC414929
d14A_840_2	d14O_30748_2	2640_Tn916-orf14_KC414929
d14A_840_2	d1D_67729_2	2640_Tn916-orf14_KC414929
d14A_840_2	d1F_15864_3	2640_Tn916-orf14_KC414929
d14A_840_2	d1I_79554_10	2640_Tn916-orf14_KC414929
d14A_840_2	d1L_59817_2	2640_Tn916-orf14_KC414929
d14A_840_2	d1M_25576_2	2640_Tn916-orf14_KC414929
d14A_840_2	d1O_10050_2	2640_Tn916-orf14_KC414929
d14A_840_2	d21A_17325_67	2640_Tn916-orf14_KC414929
d14A_840_2	d21B_24522_67	2640_Tn916-orf14_KC414929
d14A_840_2	d21C_8491_67	2640_Tn916-orf14_KC414929
d14A_840_2	d21E_143989_2	2640_Tn916-orf14_KC414929
d14A_840_2	d21F_10947_2	2640_Tn916-orf14_KC414929
d14A_840_2	d21G_13099_2	2640_Tn916-orf14_KC414929
d14A_840_2	d21J_52887_27	2640_Tn916-orf14_KC414929
d14A_840_2	d21K_39791_2	2640_Tn916-orf14_KC414929
d14A_840_2	d21L_13476_10	2640_Tn916-orf14_KC414929
d14A_840_2	d21M_3411_35	2640_Tn916-orf14_KC414929
d14A_840_2	d21N_35513_67	2640_Tn916-orf14_KC414929
d14A_840_2	d21O_15516_67	2640_Tn916-orf14_KC414929
d14A_840_2	d28A_92351_12	2640_Tn916-orf14_KC414929
d14A_840_2	d28B_10528_2	2640_Tn916-orf14_KC414929
d14A_840_2	d28C_145003_10	2640_Tn916-orf14_KC414929
d14A_840_2	d28D_8962_10	2640_Tn916-orf14_KC414929
d14A_840_2	d28E_154343_2	2640_Tn916-orf14_KC414929
d14A_840_2	d28F_3170_2	2640_Tn916-orf14_KC414929
d14A_840_2	d28J_50466_3	2640_Tn916-orf14_KC414929
d14A_840_2	d28K_10230_2	2640_Tn916-orf14_KC414929
d14A_840_2	d28M_6154_2	2640_Tn916-orf14_KC414929
d14A_840_2	d28N_17831_10	2640_Tn916-orf14_KC414929
d14A_840_2	d28O_19037_10	2640_Tn916-orf14_KC414929
d14A_840_2	d35B_14768_6	2640_Tn916-orf14_KC414929
d14A_840_2	d35D_12126_6	2640_Tn916-orf14_KC414929
d14A_840_2	d35E_135527_2	2640_Tn916-orf14_KC414929
d14A_840_2	d35K_7516_5	2640_Tn916-orf14_KC414929
d14A_840_2	d35M_60_1	2640_Tn916-orf14_KC414929
d14A_840_2	d35M_11835_12	2640_Tn916-orf14_KC414929
d14A_840_2	d35N_31541_3	2640_Tn916-orf14_KC414929
d14A_840_2	d3B_7345_3	2640_Tn916-orf14_KC414929
d14A_840_2	d3E_10029_3	2640_Tn916-orf14_KC414929
d14A_840_2	d3F_55178_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3F_1551_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3G_35106_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3G_4456_14	2640_Tn916-orf14_KC414929
d14A_840_2	d3I_3667_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3I_29741_10	2640_Tn916-orf14_KC414929
d14A_840_2	d3J_5242_23	2640_Tn916-orf14_KC414929
d14A_840_2	d3J_7597_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3L_21247_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3N_6519_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3N_24725_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3O_15963_10	2640_Tn916-orf14_KC414929
d14A_840_2	d42A_32844_3	2640_Tn916-orf14_KC414929
d14A_840_2	d42B_158760_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42C_30209_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42D_79942_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42E_8710_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42H_9889_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42I_81024_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42J_34060_8	2640_Tn916-orf14_KC414929
d14A_840_2	d42L_14411_2	2640_Tn916-orf14_KC414929
d14A_840_2	d42M_9301_11	2640_Tn916-orf14_KC414929
d14A_840_2	d42N_65381_10	2640_Tn916-orf14_KC414929
d14A_840_2	d42O_78194_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5B_926_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5B_5625_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5G_45367_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5H_6611_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5I_13148_10	2640_Tn916-orf14_KC414929
d14A_840_2	d5J_6437_12	2640_Tn916-orf14_KC414929
d14A_840_2	d5K_2999_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5L_10559_2	2640_Tn916-orf14_KC414929
d14A_840_2	d5M_34687_67	2640_Tn916-orf14_KC414929
d14A_840_2	d5N_3745_10	2640_Tn916-orf14_KC414929
d14A_840_2	d5O_16551_2	2640_Tn916-orf14_KC414929
d14A_840_2	d7A_10434_2	2640_Tn916-orf14_KC414929
d14A_840_2	d7H_32773_13	2640_Tn916-orf14_KC414929
d14A_840_2	d7J_56633_2	2640_Tn916-orf14_KC414929
d14A_840_2	d7J_60551_2	2640_Tn916-orf14_KC414929
d14A_840_2	d7K_19027_67	2640_Tn916-orf14_KC414929
d14A_840_2	d7L_88593_6	2640_Tn916-orf14_KC414929
d14A_840_2	d7M_20815_1	2640_Tn916-orf14_KC414929
d14A_840_2	d7N_10333_27	2640_Tn916-orf14_KC414929
d14A_840_2	HC163_51_6	2640_Tn916-orf14_KC414929
d14A_840_2	HC168_19_42	2640_Tn916-orf14_KC414929
d14A_840_2	HC192_52_6	2640_Tn916-orf14_KC414929
d14A_840_2	HC198_2_126	2640_Tn916-orf14_KC414929
d14A_840_2	HC254_36_6	2640_Tn916-orf14_KC414929
d14A_840_2	HC257_52_6	2640_Tn916-orf14_KC414929
d14A_840_2	HC527_6_18	2640_Tn916-orf14_KC414929
d14A_840_2	HC536_13_52	2640_Tn916-orf14_KC414929
d14A_840_2	HC562_13_76	2640_Tn916-orf14_KC414929
d14A_840_2	HC59_36_6	2640_Tn916-orf14_KC414929
d14A_840_2	HC689_3_143	2640_Tn916-orf14_KC414929
d14A_840_2	d3C_1164_7	2640_Tn916-orf14_KC414929
d14A_840_2	d5B_6654_3	2640_Tn916-orf14_KC414929
d14A_840_2	d3A_8128_2	2640_Tn916-orf14_KC414929
d14A_840_2	d21J_83630_2	2640_Tn916-orf14_KC414929
d14A_840_2	d3E_32977_2	2640_Tn916-orf14_KC414929
d14A_840_2	d7B_103080_1	2640_Tn916-orf14_KC414929
d14A_840_2	d3N_23583_1	2640_Tn916-orf14_KC414929
d14A_840_4	d14A_840_4	2634_Tn916-orf16_KC414929
d14A_840_4	d14B_110665_4	2634_Tn916-orf16_KC414929
d14A_840_4	d14C_5844_8	2634_Tn916-orf16_KC414929
d14A_840_4	d14D_25469_4	2634_Tn916-orf16_KC414929
d14A_840_4	d14G_7489_8	2634_Tn916-orf16_KC414929
d14A_840_4	d14I_5763_22	2634_Tn916-orf16_KC414929
d14A_840_4	d14J_28989_4	2634_Tn916-orf16_KC414929
d14A_840_4	d14K_32440_70	2634_Tn916-orf16_KC414929
d14A_840_4	d14L_6788_8	2634_Tn916-orf16_KC414929
d14A_840_4	d14M_39591_4	2634_Tn916-orf16_KC414929
d14A_840_4	d14N_24995_4	2634_Tn916-orf16_KC414929
d14A_840_4	d14O_30748_4	2634_Tn916-orf16_KC414929
d14A_840_4	d3C_1164_9	2634_Tn916-orf16_KC414929
d14A_840_4	d1F_15864_1	2634_Tn916-orf16_KC414929
d14A_840_4	d1I_79554_8	2634_Tn916-orf16_KC414929
d14A_840_4	d1J_96837_2	2634_Tn916-orf16_KC414929
d14A_840_4	d1M_25576_4	2634_Tn916-orf16_KC414929
d14A_840_4	d1O_9840_2	2634_Tn916-orf16_KC414929
d14A_840_4	d21A_17325_65	2634_Tn916-orf16_KC414929
d14A_840_4	d21B_24522_65	2634_Tn916-orf16_KC414929
d14A_840_4	d21C_8491_65	2634_Tn916-orf16_KC414929
d14A_840_4	d21E_143989_4	2634_Tn916-orf16_KC414929
d14A_840_4	d21F_10947_4	2634_Tn916-orf16_KC414929
d14A_840_4	d21G_13099_4	2634_Tn916-orf16_KC414929
d14A_840_4	d21J_52887_29	2634_Tn916-orf16_KC414929
d14A_840_4	d21K_39791_4	2634_Tn916-orf16_KC414929
d14A_840_4	d21L_13476_8	2634_Tn916-orf16_KC414929
d14A_840_4	d21M_3411_33	2634_Tn916-orf16_KC414929
d14A_840_4	d21N_35513_65	2634_Tn916-orf16_KC414929
d14A_840_4	d21O_15516_65	2634_Tn916-orf16_KC414929
d14A_840_4	d28A_92351_10	2634_Tn916-orf16_KC414929
d14A_840_4	d28C_145003_8	2634_Tn916-orf16_KC414929
d14A_840_4	d28D_8962_8	2634_Tn916-orf16_KC414929
d14A_840_4	d28E_169761_8	2634_Tn916-orf16_KC414929
d14A_840_4	d28F_24091_8	2634_Tn916-orf16_KC414929
d14A_840_4	d28J_2828_13	2634_Tn916-orf16_KC414929
d14A_840_4	d28K_28923_7	2634_Tn916-orf16_KC414929
d14A_840_4	d28L_5384_3	2634_Tn916-orf16_KC414929
d14A_840_4	d28M_6133_8	2634_Tn916-orf16_KC414929
d14A_840_4	d28N_17831_8	2634_Tn916-orf16_KC414929
d14A_840_4	d28O_19037_8	2634_Tn916-orf16_KC414929
d14A_840_4	d35A_22661_9	2634_Tn916-orf16_KC414929
d14A_840_4	d35B_17865_8	2634_Tn916-orf16_KC414929
d14A_840_4	d35C_3378_75	2634_Tn916-orf16_KC414929
d14A_840_4	d35D_12126_8	2634_Tn916-orf16_KC414929
d14A_840_4	d35E_22402_11	2634_Tn916-orf16_KC414929
d14A_840_4	d35H_95232_3	2634_Tn916-orf16_KC414929
d14A_840_4	d35J_57241_8	2634_Tn916-orf16_KC414929
d14A_840_4	d35K_7516_3	2634_Tn916-orf16_KC414929
d14A_840_4	d35L_104510_3	2634_Tn916-orf16_KC414929
d14A_840_4	d35M_11835_10	2634_Tn916-orf16_KC414929
d14A_840_4	d35N_31541_5	2634_Tn916-orf16_KC414929
d14A_840_4	d35O_46264_14	2634_Tn916-orf16_KC414929
d14A_840_4	d3A_14440_2	2634_Tn916-orf16_KC414929
d14A_840_4	d3B_7345_5	2634_Tn916-orf16_KC414929
d14A_840_4	d3D_7617_2	2634_Tn916-orf16_KC414929
d14A_840_4	d3E_42031_2	2634_Tn916-orf16_KC414929
d14A_840_4	d3F_12273_2	2634_Tn916-orf16_KC414929
d14A_840_4	d3G_4456_12	2634_Tn916-orf16_KC414929
d14A_840_4	d3H_5886_65	2634_Tn916-orf16_KC414929
d14A_840_4	d3I_29741_8	2634_Tn916-orf16_KC414929
d14A_840_4	d3J_5242_21	2634_Tn916-orf16_KC414929
d14A_840_4	d3N_39582_12	2634_Tn916-orf16_KC414929
d14A_840_4	d3O_15963_8	2634_Tn916-orf16_KC414929
d14A_840_4	d42A_7035_13	2634_Tn916-orf16_KC414929
d14A_840_4	d42B_36015_38	2634_Tn916-orf16_KC414929
d14A_840_4	d42C_30209_4	2634_Tn916-orf16_KC414929
d14A_840_4	d42D_35250_7	2634_Tn916-orf16_KC414929
d14A_840_4	d42E_8710_4	2634_Tn916-orf16_KC414929
d14A_840_4	d42H_3514_10	2634_Tn916-orf16_KC414929
d14A_840_4	d42J_34060_10	2634_Tn916-orf16_KC414929
d14A_840_4	d42L_14411_4	2634_Tn916-orf16_KC414929
d14A_840_4	d42M_9301_9	2634_Tn916-orf16_KC414929
d14A_840_4	d42N_65381_8	2634_Tn916-orf16_KC414929
d14A_840_4	d42O_3357_9	2634_Tn916-orf16_KC414929
d14A_840_4	d5B_5625_4	2634_Tn916-orf16_KC414929
d14A_840_4	d5E_2983_36	2634_Tn916-orf16_KC414929
d14A_840_4	d5I_13148_8	2634_Tn916-orf16_KC414929
d14A_840_4	d5J_6437_10	2634_Tn916-orf16_KC414929
d14A_840_4	d5K_2999_4	2634_Tn916-orf16_KC414929
d14A_840_4	d5L_9910_2	2634_Tn916-orf16_KC414929
d14A_840_4	d5M_34687_65	2634_Tn916-orf16_KC414929
d14A_840_4	d5N_3745_8	2634_Tn916-orf16_KC414929
d14A_840_4	d5O_16551_4	2634_Tn916-orf16_KC414929
d14A_840_4	d7B_118878_2	2634_Tn916-orf16_KC414929
d14A_840_4	d7B_38986_1	2634_Tn916-orf16_KC414929
d14A_840_4	d7E_85567_5	2634_Tn916-orf16_KC414929
d14A_840_4	d7F_7346_3	2634_Tn916-orf16_KC414929
d14A_840_4	d7H_32773_11	2634_Tn916-orf16_KC414929
d14A_840_4	d7I_22426_9	2634_Tn916-orf16_KC414929
d14A_840_4	d7J_77205_2	2634_Tn916-orf16_KC414929
d14A_840_4	d7K_19027_65	2634_Tn916-orf16_KC414929
d14A_840_4	d7L_88593_8	2634_Tn916-orf16_KC414929
d14A_840_4	d7M_41023_8	2634_Tn916-orf16_KC414929
d14A_840_4	d7N_10333_25	2634_Tn916-orf16_KC414929
d14A_840_4	d7O_6671_3	2634_Tn916-orf16_KC414929
d14A_840_4	HC168_19_40	2634_Tn916-orf16_KC414929
d14A_840_4	HC198_2_123	2634_Tn916-orf16_KC414929
d14A_840_4	HC527_6_16	2634_Tn916-orf16_KC414929
d14A_840_4	HC536_13_54	2634_Tn916-orf16_KC414929
d14A_840_4	HC562_13_74	2634_Tn916-orf16_KC414929
d14A_840_4	HC689_3_145	2634_Tn916-orf16_KC414929
d14A_840_5	d14A_840_5	1356_Tn916-orf17_KC414929
d14A_840_5	d14B_110665_5	1356_Tn916-orf17_KC414929
d14A_840_5	d14C_5844_7	1356_Tn916-orf17_KC414929
d14A_840_5	d14D_25469_5	1356_Tn916-orf17_KC414929
d14A_840_5	d14G_7489_7	1356_Tn916-orf17_KC414929
d14A_840_5	d14I_5763_21	1356_Tn916-orf17_KC414929
d14A_840_5	d14J_28989_5	1356_Tn916-orf17_KC414929
d14A_840_5	d14K_32440_69	1356_Tn916-orf17_KC414929
d14A_840_5	d14L_6788_7	1356_Tn916-orf17_KC414929
d14A_840_5	d14M_39591_5	1356_Tn916-orf17_KC414929
d14A_840_5	d14N_24995_5	1356_Tn916-orf17_KC414929
d14A_840_5	d14O_30748_5	1356_Tn916-orf17_KC414929
d14A_840_5	d3C_1164_10	1356_Tn916-orf17_KC414929
d14A_840_5	d1F_47702_4	1356_Tn916-orf17_KC414929
d14A_840_5	d1G_59089_2	1356_Tn916-orf17_KC414929
d14A_840_5	d1I_79554_7	1356_Tn916-orf17_KC414929
d14A_840_5	d1J_96837_3	1356_Tn916-orf17_KC414929
d14A_840_5	d1M_25576_5	1356_Tn916-orf17_KC414929
d14A_840_5	d1N_28622_2	1356_Tn916-orf17_KC414929
